a(t)_0,a(t)_1,a(t)_2,a(t)_3,v(t)_0,v(t)_1,v(t)_2,v(t)_3,x(t)_0,x(t)_1,x(t)_2,x(t)_3
0.265521146,0.058406693,-0.384819528,-0.22158697,0.001220812,-0.000404854,-5.24782E-06,0.00033226,-1.65777E-06,-6.65355E-06,-3.64909E-06,-9.49298E-07
0.050937495,0.447110851,-0.100109884,0.726292808,0.001221363,-0.000393823,-1.58825E-05,0.000339152,-1.5797E-06,-6.64564E-06,-3.63068E-06,-9.25883E-07
0.439615205,0.229484884,0.106374932,0.660691845,0.001225259,-0.000379531,-1.70122E-05,0.000363021,-1.5018E-06,-6.63723E-06,-3.61253E-06,-9.01951E-07
0.580433978,-0.354236322,0.302685135,0.574401785,0.001239338,-0.000380731,-1.03746E-05,0.000383876,-1.42382E-06,-6.62855E-06,-3.59431E-06,-8.77236E-07
0.336433856,-0.517032636,0.554776163,0.423080709,0.001251369,-0.000396312,4.88178E-06,0.000400075,-1.34561E-06,-6.62017E-06,-3.57571E-06,-8.51886E-07
0.576966638,-0.347042574,1.093671608,0.318723312,0.001263281,-0.000411696,3.53291E-05,0.000411285,-1.2672E-06,-6.61237E-06,-3.55627E-06,-8.26092E-07
0.235098027,0.069771605,1.085053111,0.454769793,0.001273189,-0.000415713,7.58886E-05,0.000423063,-1.18863E-06,-6.60492E-06,-3.5355E-06,-7.9994E-07
0.549507536,0.142857659,0.770657535,0.042697711,0.001282523,-0.000410271,0.000110078,0.000429477,-1.10997E-06,-6.59742E-06,-3.51334E-06,-7.73524E-07
0.615834409,0.16951684,1.154360189,-0.306053197,0.001299152,-0.000402922,0.000145482,0.000421201,-1.03107E-06,-6.58966E-06,-3.48989E-06,-7.47231E-07
0.245667824,-0.29837899,1.219058765,-0.503824999,0.001309857,-0.000404101,0.000189401,0.000402418,-9.51921E-07,-6.58175E-06,-3.46497E-06,-7.21548E-07
0.436707113,-0.501738366,1.167766739,-0.278695715,0.001317063,-0.00041821,0.000233421,0.000384226,-8.72697E-07,-6.57412E-06,-3.43842E-06,-6.96662E-07
0.395826047,-0.444853356,0.634557108,0.183303773,0.001327127,-0.000435089,0.000266019,0.000379339,-7.93413E-07,-6.56706E-06,-3.41045E-06,-6.72304E-07
0.46757763,0.323970825,0.866777713,0.339982356,0.00133774,-0.00043599,0.000292697,0.00038639,-7.14005E-07,-6.56032E-06,-3.38142E-06,-6.47985E-07
0.66957819,0.462405121,1.007247239,0.226505798,0.001353582,-0.000419399,0.000326463,0.000394246,-6.34362E-07,-6.55326E-06,-3.3513E-06,-6.23461E-07
0.909663573,0.119281512,0.756233523,0.422681746,0.001377879,-0.000406809,0.000357975,0.000403666,-5.54222E-07,-6.54561E-06,-3.32001E-06,-5.98685E-07
0.654142931,-0.261382576,0.082434664,0.762655462,0.001401782,-0.00040821,0.000371549,0.000423382,-4.73433E-07,-6.53772E-06,-3.28793E-06,-5.73431E-07
0.927727299,-0.235569718,0.271502935,0.685769537,0.001425938,-0.000416442,0.00037573,0.000448096,-3.91999E-07,-6.53E-06,-3.2556E-06,-5.47406E-07
0.786237428,-0.16852883,0.062085436,1.14651514,0.001452544,-0.000422853,0.000379501,0.000480118,-3.09872E-07,-6.52254E-06,-3.22321E-06,-5.20375E-07
0.922861837,0.069832056,0.354336264,0.797080295,0.001478951,-0.000423351,0.000384852,0.000514167,-2.27011E-07,-6.51519E-06,-3.19073E-06,-4.92162E-07
0.283193399,0.219570812,0.360740286,0.268282953,0.001495559,-0.000416365,0.000395938,0.000531166,-1.43612E-07,-6.50769E-06,-3.15802E-06,-4.63062E-07
0.320551199,-0.12222286,0.657599616,0.963049022,0.001500488,-0.000413102,0.000412826,0.0005513,-6.00916E-08,-6.49998E-06,-3.12487E-06,-4.33345E-07
0.025435763,-0.338579342,0.837031929,0.264977258,0.00150042,-0.000420604,0.000438831,0.000571294,2.32278E-08,-6.49232E-06,-3.09099E-06,-4.02957E-07
0.403375902,-0.190472781,0.957930285,-0.001587214,0.001501938,-0.000429393,0.000470529,0.000572621,1.06281E-07,-6.48496E-06,-3.05609E-06,-3.72262E-07
1.198739124,-0.051010807,0.873840092,0.169682027,0.001526054,-0.000432605,0.000502821,0.000572103,1.89533E-07,-6.47781E-06,-3.02006E-06,-3.41658E-07
-0.745432374,0.431151614,1.16692883,-0.339965077,0.001527931,-0.000423821,0.000539023,0.000565061,2.72991E-07,-6.47053E-06,-2.98281E-06,-3.11305E-07
0.636191054,-0.056149198,0.916274218,-0.420726645,0.001518948,-0.000415164,0.00057591,0.00054666,3.56015E-07,-6.46288E-06,-2.94427E-06,-2.81548E-07
0.420824455,-0.145375845,0.296221262,0.888499882,0.001532463,-0.000417646,0.000595881,0.000551998,4.3883E-07,-6.4551E-06,-2.90474E-06,-2.52145E-07
-0.382256396,0.241272957,1.32828624,-0.551415619,0.001526291,-0.000414385,0.000623718,0.000554793,5.21491E-07,-6.44729E-06,-2.86441E-06,-2.22688E-07
1.687522316,-0.049257709,0.817400909,-1.758507545,0.001544542,-0.000409279,0.000661496,0.000506558,6.04089E-07,-6.43929E-06,-2.82294E-06,-1.94209E-07
0.098921017,0.407998629,-0.687843477,0.555365537,0.001571992,-0.000400974,0.000660278,0.000479821,6.87272E-07,-6.43102E-06,-2.78089E-06,-1.67274E-07
-0.073159748,0.530594591,-0.715674039,-0.682389567,0.001565398,-0.000381521,0.000629512,0.000473916,7.70557E-07,-6.42219E-06,-2.73959E-06,-1.41062E-07
1.618790675,0.482656426,-0.155771008,-1.291549514,0.001588109,-0.000360695,0.000609105,0.000432432,8.53853E-07,-6.41257E-06,-2.69939E-06,-1.15856E-07
0.32021565,0.511733673,-0.561618411,-0.39969558,0.00161831,-0.000340303,0.000591735,0.00039654,9.37868E-07,-6.40214E-06,-2.66005E-06,-9.22284E-08
0.806258524,0.078778902,-1.11595533,-0.176789092,0.001632732,-0.000327765,0.000555916,0.000382258,1.02244E-06,-6.39107E-06,-2.62185E-06,-6.9651E-08
1.148294909,0.359455948,-1.086149695,0.426557389,0.00166305,-0.000318204,0.000510111,0.000383949,1.10757E-06,-6.37956E-06,-2.58534E-06,-4.73956E-08
0.616785131,0.837386753,-0.540850228,0.270049791,0.001689597,-0.000294054,0.000475548,0.000394243,1.19348E-06,-6.3674E-06,-2.55049E-06,-2.49875E-08
0.480887745,0.471170611,-0.369497756,-0.03150946,0.001703174,-0.000267834,0.000454917,0.000395669,1.27985E-06,-6.35426E-06,-2.51681E-06,-2.43248E-09
-0.052803102,-0.040250412,-0.940951967,0.607743717,0.001703785,-0.00025862,0.000426645,0.000403595,1.36619E-06,-6.34044E-06,-2.48417E-06,2.02231E-08
0.732437722,-0.664716035,-0.760921147,1.2338881,0.00170923,-0.000271329,0.000390925,0.000435879,1.45232E-06,-6.32669E-06,-2.45286E-06,4.35735E-08
0.255342823,-0.379928276,-0.286245472,0.698878331,0.001720582,-0.000290537,0.000367947,0.000469802,1.53847E-06,-6.31356E-06,-2.42277E-06,6.81171E-08
-0.009349494,0.061731534,-0.062523662,0.086355694,0.001717584,-0.000295675,0.000358509,0.000481484,1.62446E-06,-6.30089E-06,-2.3934E-06,9.34524E-08
1.977436741,-0.304121897,0.262585185,0.151044742,0.001747775,-0.00029933,0.000359679,0.000482563,1.71065E-06,-6.28839E-06,-2.36427E-06,1.18943E-07
0.43782561,-0.005672064,0.224759561,0.269821812,0.001786465,-0.00030427,0.00036638,0.00048717,1.79786E-06,-6.27606E-06,-2.33508E-06,1.44453E-07
-0.587668371,-0.135038611,0.149228013,0.899784844,0.001775566,-0.000305931,0.000370869,0.000506188,1.88528E-06,-6.26385E-06,-2.30576E-06,1.70327E-07
1.076711101,-0.624515683,0.533948129,-0.006203789,0.001777006,-0.000319511,0.000381299,0.000519816,1.9722E-06,-6.25193E-06,-2.27623E-06,1.96737E-07
-0.140381418,-0.003435353,0.538436929,-0.295965126,0.001787048,-0.000330505,0.000399191,0.000510344,2.05901E-06,-6.24048E-06,-2.24625E-06,2.23133E-07
0.233252507,0.260557036,0.369298932,0.549153108,0.001780786,-0.000324398,0.000413843,0.000511607,2.14558E-06,-6.22912E-06,-2.21573E-06,2.49275E-07
0.651178914,0.273010078,0.753899347,-0.142535244,0.001789789,-0.000312983,0.000432592,0.000515818,2.23188E-06,-6.21742E-06,-2.18466E-06,2.75428E-07
0.25103661,0.161174511,0.79968511,0.205987686,0.001799089,-0.000303521,0.000459567,0.000513396,2.31821E-06,-6.2053E-06,-2.1528E-06,3.01522E-07
0.653527758,-0.214955703,0.938897772,-0.008198605,0.001808389,-0.000303495,0.000490009,0.000513568,2.40457E-06,-6.19301E-06,-2.11993E-06,3.27478E-07
0.494980807,0.162927609,0.836553124,-0.418332865,0.001822343,-0.000303433,0.000521049,0.000501704,2.49106E-06,-6.18071E-06,-2.08598E-06,3.53114E-07
0.320439349,0.443121042,0.609898631,-0.593477749,0.001829816,-0.000290686,0.000545635,0.000478597,2.57764E-06,-6.16816E-06,-2.05106E-06,3.77983E-07
0.917716751,0.172055809,0.582307472,-0.488493409,0.001845396,-0.000277806,0.000565229,0.000454216,2.66434E-06,-6.15511E-06,-2.0154E-06,4.01846E-07
0.363892958,0.369914085,0.401259191,0.211630167,0.001861744,-0.00026638,0.000580729,0.000445436,2.75133E-06,-6.1416E-06,-1.97917E-06,4.24983E-07
0.650731515,0.130162811,0.254445494,-0.358773346,0.001872875,-0.0002558,0.000589851,0.000439183,2.83852E-06,-6.12766E-06,-1.94258E-06,4.47745E-07
0.629815621,-0.268878581,0.016778477,-0.562358612,0.001889079,-0.000257568,0.000591525,0.000418033,2.92591E-06,-6.11356E-06,-1.9059E-06,4.69895E-07
-0.21431407,0.024856023,0.003431778,0.543396638,0.001888538,-0.000261357,0.000588352,0.000414341,3.01327E-06,-6.09957E-06,-1.86936E-06,4.91485E-07
0.625900882,-0.0015009,0.088479582,0.757981892,0.00188791,-0.000259977,0.000586567,0.000436108,3.10027E-06,-6.08564E-06,-1.83303E-06,5.13343E-07
0.404438474,-0.076884117,0.293946937,-0.241079176,0.001899196,-0.000260561,0.000590383,0.000442674,3.18715E-06,-6.07169E-06,-1.79678E-06,5.35666E-07
-0.061751078,-0.161093276,-0.184678883,0.277573099,0.001897174,-0.000264217,0.000588917,0.000439955,3.27388E-06,-6.05782E-06,-1.7606E-06,5.5798E-07
0.254448026,-0.202442209,0.092070622,0.00228843,0.001892255,-0.000270278,0.000583561,0.000441933,3.36014E-06,-6.04415E-06,-1.72466E-06,5.80198E-07
0.195726933,-0.236839203,-0.033376385,-0.052141562,0.001892302,-0.000277775,0.000581136,0.000437546,3.44598E-06,-6.03075E-06,-1.68899E-06,6.02286E-07
-0.504899593,-0.255760571,0.124629387,0.643422434,0.001877699,-0.000286272,0.000579342,0.000445528,3.53121E-06,-6.01765E-06,-1.65351E-06,6.2436E-07
0.283305248,-0.26736729,0.139532204,0.29113785,0.001864823,-0.000295324,0.000580884,0.000460095,3.61559E-06,-6.0049E-06,-1.61816E-06,6.46787E-07
0.672374432,-0.141023325,0.14090877,0.345396858,0.001874668,-0.000302131,0.000582729,0.000468862,3.69958E-06,-5.99245E-06,-1.58285E-06,6.6958E-07
0.03980845,0.019778084,0.043352175,0.162728666,0.001879772,-0.000303377,0.00058271,0.000475121,3.78353E-06,-5.98015E-06,-1.54761E-06,6.92576E-07
0.267590365,-0.035595634,-0.068987535,0.184215689,0.001877042,-0.000302585,0.000578641,0.000478247,3.86721E-06,-5.96787E-06,-1.51257E-06,7.15667E-07
0.410030959,-0.107230849,-0.037625783,0.455852694,0.001881443,-0.00030424,0.000573021,0.000487008,3.95059E-06,-5.9556E-06,-1.47783E-06,7.38901E-07
-0.187693842,-0.138665711,-0.049895171,-0.273281213,0.00187704,-0.000307875,0.000567785,0.000486916,4.03365E-06,-5.94343E-06,-1.44341E-06,7.62214E-07
-0.013823482,0.067474442,-0.217896005,0.278029057,0.00186447,-0.000308127,0.00055909,0.000483395,4.11606E-06,-5.93134E-06,-1.40937E-06,7.85369E-07
0.315126488,0.179068202,-0.18443948,0.604609005,0.001861622,-0.000302251,0.000547827,0.000496802,4.19785E-06,-5.91913E-06,-1.37583E-06,8.08627E-07
-0.041338508,0.071101541,-0.151701163,0.325676672,0.001858239,-0.000296325,0.000537877,0.000511076,4.2792E-06,-5.9067E-06,-1.3428E-06,8.3233E-07
0.000325505,0.038518098,-0.373567602,0.507888905,0.001848788,-0.000293126,0.000524313,0.000523432,4.35998E-06,-5.89409E-06,-1.31033E-06,8.56457E-07
0.039472901,0.489789722,-0.002134335,-0.581451856,0.001840914,-0.000281867,0.000513675,0.000518256,4.44011E-06,-5.88121E-06,-1.27844E-06,8.80631E-07
0.171231848,0.695627616,-0.54102978,-0.07824516,0.001836349,-0.000257981,0.000499844,0.000501799,4.51969E-06,-5.86765E-06,-1.24712E-06,9.04295E-07
0.561531379,0.330439152,-0.678985578,0.952903956,0.001841848,-0.000237249,0.000473013,0.000514968,4.59897E-06,-5.85323E-06,-1.21668E-06,9.27806E-07
-0.192279679,0.299971517,-0.396011603,-0.372566077,0.001840307,-0.000224214,0.000449069,0.000522414,4.67801E-06,-5.83818E-06,-1.18732E-06,9.51625E-07
-0.207547163,0.184508851,-0.159062795,-0.242732024,0.001823936,-0.000214036,0.000435227,0.000506786,4.7564E-06,-5.82268E-06,-1.15879E-06,9.75194E-07
0.457902631,0.08712123,0.095063156,0.490220531,0.001820141,-0.000207995,0.000430895,0.000507839,4.83408E-06,-5.80688E-06,-1.13069E-06,9.98393E-07
-0.307317096,0.301845518,0.406226796,0.346308774,0.001814423,-0.000199712,0.000437471,0.000520237,4.91127E-06,-5.79082E-06,-1.10265E-06,1.02176E-06
-0.548409126,0.351839039,0.069327367,0.667987173,0.001789317,-0.000186355,0.000443524,0.000536013,4.98755E-06,-5.77436E-06,-1.07445E-06,1.04558E-06
-0.462005233,0.108883827,0.149766669,0.257225971,0.001761305,-0.000176764,0.00044461,0.000550013,5.06251E-06,-5.75747E-06,-1.04621E-06,1.06988E-06
0.000101806,-0.47925035,0.519703669,-0.295566162,0.001743951,-0.000183222,0.000454368,0.000545388,5.13628E-06,-5.74054E-06,-1.01785E-06,1.09427E-06
0.357014201,-0.528699805,0.823445827,0.07683757,0.001742431,-0.000201945,0.000477073,0.000537298,5.2094E-06,-5.72411E-06,-9.88953E-07,1.11832E-06
0.010168279,0.14763334,0.837450884,0.396350169,0.001741098,-0.000208518,0.000505818,0.000542569,5.28217E-06,-5.70818E-06,-9.59163E-07,1.14223E-06
0.37256131,0.362176273,0.450456442,1.067349425,0.001740056,-0.000197896,0.000527269,0.000566908,5.35459E-06,-5.69219E-06,-9.28503E-07,1.16661E-06
1.240123513,1.012817463,0.773111412,0.325106725,0.00176271,-0.000170635,0.0005474,0.000589783,5.42713E-06,-5.67549E-06,-8.97144E-07,1.1918E-06
0.43793746,1.214242386,0.540531703,-0.342586835,0.001786532,-0.000127047,0.000569191,0.000585398,5.50027E-06,-5.65743E-06,-8.65082E-07,1.21726E-06
-0.102632144,0.318167466,0.097696585,0.60238621,0.001784376,-9.70004E-05,0.000577884,0.000586369,5.57354E-06,-5.63798E-06,-8.32538E-07,1.24255E-06
0.387940643,-0.23127765,0.029107716,0.255402139,0.001781251,-9.492E-05,0.000576684,0.000598858,5.6464E-06,-5.61794E-06,-7.99959E-07,1.268E-06
0.002003251,0.141346367,-0.141346997,0.303847681,0.00178014,-9.62541E-05,0.000570878,0.000605543,5.71887E-06,-5.59791E-06,-7.67625E-07,1.29372E-06
0.054181136,0.701310072,-0.009914922,-0.114949782,0.001772588,-7.96087E-05,0.000564335,0.000605063,5.79089E-06,-5.57761E-06,-7.35637E-07,1.31946E-06
0.03416004,0.557495578,-0.120638664,-0.522576273,0.00176567,-5.5001E-05,0.000558211,0.000588652,5.86233E-06,-5.55655E-06,-7.04001E-07,1.34477E-06
0.432568674,0.089478845,-0.253148051,-0.034644172,0.001766055,-4.22722E-05,0.000547416,0.000573843,5.93334E-06,-5.53481E-06,-6.72798E-07,1.36938E-06
0.552471553,0.5218291,-0.313297975,-0.11540574,0.001776416,-3.02755E-05,0.000532943,0.000566929,6.00427E-06,-5.51262E-06,-6.42187E-07,1.39348E-06
0.676624721,0.634269183,-0.284868907,-0.536141025,0.001791431,-7.82114E-06,0.000517905,0.00055037,6.07539E-06,-5.48981E-06,-6.12248E-07,1.41703E-06
1.346380729,0.017662276,-0.209277509,-0.447970138,0.001821681,4.8367E-06,0.000504922,0.000527456,6.14709E-06,-5.46636E-06,-5.82951E-07,1.43972E-06
0.473058266,0.05465869,-0.319283043,0.136910042,0.001847886,6.2786E-06,0.000491318,0.000517592,6.21958E-06,-5.44269E-06,-5.54265E-07,1.46169E-06
0.101102086,0.257655357,-0.391163699,0.073873843,0.001849985,1.23409E-05,0.000474253,0.000517816,6.29231E-06,-5.41891E-06,-5.26268E-07,1.48339E-06
0.979178162,0.360967239,-0.031521014,0.058485259,0.001861817,2.42852E-05,0.000462791,0.000516524,6.36501E-06,-5.39483E-06,-4.98916E-07,1.50498E-06
0.83757644,0.233837403,-0.207063034,0.796795321,0.001887787,3.5728E-05,0.000454915,0.000529166,6.43813E-06,-5.37034E-06,-4.72029E-07,1.5267E-06
0.647599724,-0.405862037,-0.116090013,0.483381161,0.001907262,3.23506E-05,0.000445433,0.000549949,6.51182E-06,-5.34574E-06,-4.45569E-07,1.54898E-06
0.22475193,-0.518423024,-0.334963919,0.006164073,0.001914841,1.44863E-05,0.000433516,0.000555416,6.58573E-06,-5.3216E-06,-4.19611E-07,1.57167E-06
-0.121255119,-0.354357225,-0.471962105,1.013204407,0.001907562,-2.32207E-06,0.00041478,0.00057107,6.65933E-06,-5.29818E-06,-3.94332E-07,1.59468E-06
0.538546265,-0.121316085,-0.201616623,0.28657827,0.001906342,-1.14172E-05,0.000398677,0.00059207,6.73245E-06,-5.2753E-06,-3.69812E-07,1.6183E-06
0.31814643,-0.262712512,-0.375004018,0.268852901,0.001913581,-1.87137E-05,0.000384497,0.000598644,6.80539E-06,-5.25278E-06,-3.45959E-07,1.64236E-06
-0.334216949,-0.316151777,-0.212569295,0.69215295,0.001903959,-2.97393E-05,0.000370153,0.000613008,6.87797E-06,-5.23065E-06,-3.22738E-07,1.66672E-06
0.193266239,-0.301885186,-0.317966328,0.071024105,0.00189195,-4.14805E-05,0.000356957,0.000623504,6.94983E-06,-5.209E-06,-3.00127E-07,1.69146E-06
1.008315009,-0.306358609,-0.320061101,0.581811103,0.001905845,-5.2991E-05,0.000341733,0.000631831,7.02141E-06,-5.18783E-06,-2.78141E-07,1.71647E-06
0.516791499,-0.060562169,-0.539533513,0.585800736,0.001925913,-5.98092E-05,0.00032229,0.000650045,7.09335E-06,-5.16706E-06,-2.56899E-07,1.74189E-06
0.477755953,0.233958307,0.200460188,0.130184661,0.001935669,-5.6189E-05,0.000312946,0.000659485,7.16556E-06,-5.14638E-06,-2.36285E-07,1.76774E-06
0.331120995,-0.122404215,0.166105903,0.371899419,0.001941798,-5.37731E-05,0.000317233,0.000664765,7.23776E-06,-5.12562E-06,-2.1584E-07,1.79376E-06
0.386878071,-0.45482788,0.058135291,0.6524846,0.001946139,-6.46406E-05,0.000318759,0.000680088,7.30986E-06,-5.10506E-06,-1.95353E-07,1.82008E-06
0.617176605,-0.470484859,-0.191322307,0.662629666,0.001955964,-8.21778E-05,0.000313389,0.000700954,7.38192E-06,-5.08508E-06,-1.75011E-07,1.84699E-06
0.593800018,0.241756571,0.223502696,0.549324093,0.001969727,-8.62266E-05,0.000311222,0.000719753,7.45413E-06,-5.06555E-06,-1.54885E-07,1.87456E-06
0.571262303,0.259166648,0.152280397,0.307153377,0.001982543,-7.61975E-05,0.000315684,0.000731629,7.52654E-06,-5.04594E-06,-1.34785E-07,1.9026E-06
0.612702617,-0.308413965,0.220151059,0.161987735,0.001995662,-7.6807E-05,0.000320062,0.000735993,7.59913E-06,-5.02617E-06,-1.14584E-07,1.93085E-06
-0.040499635,-0.468550406,0.251273408,0.028733996,0.00199693,-9.14393E-05,0.000326331,0.000734969,7.6717E-06,-5.00674E-06,-9.42489E-08,1.95904E-06
0.328939926,-0.357984324,0.344520754,0.054381636,0.00199271,-0.000106975,0.000334972,0.000731869,7.74389E-06,-4.98792E-06,-7.36973E-08,1.98704E-06
0.839310111,-0.455311493,0.376660565,-0.080239976,0.002005446,-0.000122199,0.000345997,0.000726675,7.81593E-06,-4.96972E-06,-5.28386E-08,2.01477E-06
0.448115782,-0.220396352,0.178076037,0.055521531,0.00202042,-0.000134716,0.000353772,0.000721516,7.8882E-06,-4.95208E-06,-3.16908E-08,2.04219E-06
0.600902474,-0.056270101,0.481219688,-0.064053466,0.00203073,-0.000139497,0.000363532,0.000716682,7.96064E-06,-4.9348E-06,-1.02796E-08,2.0693E-06
0.294602068,-0.104752331,0.616242802,-0.176561113,0.002038031,-0.000142032,0.0003817,0.000707386,8.0331E-06,-4.91769E-06,1.15944E-08,2.09603E-06
0.241026061,-0.535712198,0.375283999,0.27831403,0.002038354,-0.000153796,0.000397759,0.000704717,8.1054E-06,-4.90087E-06,3.40507E-08,2.12241E-06
0.843280775,-0.619437744,0.446925253,-0.242333061,0.002049237,-0.000175438,0.000410495,0.000700784,8.17759E-06,-4.88473E-06,5.69824E-08,2.14856E-06
0.639882094,-0.130444285,0.763655006,-0.434063418,0.002067752,-0.00018919,0.000430668,0.000683131,8.25004E-06,-4.86928E-06,8.04669E-08,2.17419E-06
0.580545828,-0.159702887,0.456261958,0.1058479,0.002081123,-0.000194032,0.000450946,0.000672245,8.32279E-06,-4.85422E-06,1.04647E-07,2.19916E-06
1.077773673,-0.470303504,0.253727286,-0.20408958,0.002102872,-0.000205406,0.000461321,0.000665826,8.39589E-06,-4.83948E-06,1.29333E-07,2.22369E-06
0.648103047,-0.395343449,0.265996673,-0.393312168,0.002125829,-0.000221279,0.000467989,0.000649803,8.46953E-06,-4.82528E-06,1.54258E-07,2.24769E-06
0.971572382,0.01343066,0.501868169,0.359531557,0.002146643,-0.000227771,0.000479412,0.000644696,8.5437E-06,-4.81154E-06,1.79443E-07,2.27117E-06
1.094383353,-0.092903806,0.257318326,0.093708018,0.002175968,-0.000228409,0.000490624,0.000648989,8.6185E-06,-4.79794E-06,2.04974E-07,2.29455E-06
0.498727772,-0.240103592,-0.325627214,0.44969726,0.00219606,-0.00023393,0.000485844,0.000654999,8.69393E-06,-4.78447E-06,2.30537E-07,2.31802E-06
0.668571543,-0.540971492,-0.230045692,0.431401944,0.002207858,-0.000248065,0.000471684,0.000667492,8.76965E-06,-4.77139E-06,2.55643E-07,2.34174E-06
0.657833971,-0.461054401,0.275213677,-0.379633427,0.002222664,-0.000266407,0.000469151,0.000663951,8.84554E-06,-4.75895E-06,2.80336E-07,2.36554E-06
0.55923846,-0.429377732,-0.384520274,0.603298126,0.002235294,-0.000282531,0.000463646,0.000663731,8.92163E-06,-4.74718E-06,3.04786E-07,2.38917E-06
0.606886433,-0.115996339,-0.570177057,0.513246412,0.00224688,-0.000291945,0.000441864,0.000680716,8.99786E-06,-4.73592E-06,3.28621E-07,2.41301E-06
0.467913179,-0.065761012,-0.447543031,0.142894491,0.002256649,-0.000294316,0.000418941,0.000688762,9.07415E-06,-4.72488E-06,3.51507E-07,2.43724E-06
0.755031361,-0.082566572,-0.458016899,0.468448535,0.002269222,-0.000296031,0.000398258,0.000695911,9.15054E-06,-4.71393E-06,3.7347E-07,2.46166E-06
1.056634079,-0.161516437,-0.486745221,0.048283197,0.002293081,-0.000299584,0.00037689,0.000701207,9.2273E-06,-4.70308E-06,3.94542E-07,2.48621E-06
0.279390509,0.038276291,-0.503623111,0.353148144,0.00230767,-0.000300793,0.000354716,0.000704256,9.30446E-06,-4.69232E-06,4.14697E-07,2.51082E-06
0.145562342,-0.105115041,-0.555633344,0.827857463,0.002304632,-0.000300908,0.00033129,0.000722314,9.3815E-06,-4.6816E-06,4.33899E-07,2.53572E-06
0.645642354,-0.292333824,-0.242434781,0.163811567,0.002308646,-0.000307393,0.000312978,0.000736653,9.45821E-06,-4.67101E-06,4.52226E-07,2.56115E-06
0.695023997,-0.409489137,-0.095561233,-0.011105338,0.002323219,-0.000319719,0.000303597,0.000734767,9.53495E-06,-4.66078E-06,4.69951E-07,2.58671E-06
0.334252787,0.259771165,0.621808915,-0.327825194,0.002331721,-0.000321357,0.000310903,0.000723406,9.61178E-06,-4.65082E-06,4.8757E-07,2.6119E-06
0.319768251,0.166433805,0.571773753,0.454256841,0.002332944,-0.000311888,0.000331043,0.000721049,9.68846E-06,-4.64071E-06,5.05652E-07,2.63672E-06
-0.142618412,-0.362336844,0.867675473,0.213055035,0.002324954,-0.000314439,0.000355848,0.00072912,9.76467E-06,-4.63047E-06,5.24533E-07,2.66154E-06
-0.066784315,-0.470484859,1.065422091,-0.654291153,0.002309525,-0.000329255,0.000390077,0.000715792,9.84008E-06,-4.62057E-06,5.44481E-07,2.68615E-06
0.749998125,-0.110072077,1.179736874,-0.084400593,0.002311337,-0.000339155,0.000430196,0.000696772,9.9149E-06,-4.61114E-06,5.65788E-07,2.71004E-06
0.264290799,0.680514701,0.883895005,-0.128286555,0.002319507,-0.000326832,0.000466671,0.000687953,9.98957E-06,-4.60167E-06,5.88491E-07,2.73328E-06
0.088630844,0.520801422,0.599604316,-0.040913595,0.002314884,-0.000302392,0.000491832,0.000679998,1.0064E-05,-4.59148E-06,6.12298E-07,2.7561E-06
0.072244863,-0.05584694,0.43244139,-0.230421157,0.002306559,-0.000292228,0.000508199,0.000670098,1.01378E-05,-4.58064E-06,6.36816E-07,2.77847E-06
-0.169965664,0.16734058,0.546456919,-0.438395019,0.002293262,-0.000288911,0.000523481,0.000652567,1.02108E-05,-4.56953E-06,6.61854E-07,2.80021E-06
0.29393097,0.454062792,-0.212629146,-0.292602435,0.002284268,-0.000275776,0.000526271,0.000633894,1.02831E-05,-4.55812E-06,6.87146E-07,2.82116E-06
0.752626593,0.399716752,-0.210773775,0.194189771,0.002293071,-0.000258206,0.000514453,0.000627476,1.03551E-05,-4.54612E-06,7.12169E-07,2.84153E-06
1.379488241,0.095644914,-0.2709237,0.210946229,0.002322748,-0.000247604,0.00050155,0.00063078,1.04275E-05,-4.53358E-06,7.36623E-07,2.86174E-06
1.238725392,0.330378701,-0.805450047,0.396065195,0.002361672,-0.000238375,0.000477228,0.000637959,1.05008E-05,-4.52068E-06,7.60267E-07,2.88207E-06
0.229114068,0.691637806,-1.06424435,0.20615867,0.002378268,-0.00021769,0.000437698,0.000645016,1.05749E-05,-4.50721E-06,7.82591E-07,2.90258E-06
0.654646255,0.116802994,-0.890198597,0.426785368,0.002383531,-0.000201193,0.000396671,0.000652635,1.06491E-05,-4.49303E-06,8.03279E-07,2.92327E-06
0.258474615,-0.042910285,-0.719803736,1.000152608,0.002389323,-0.00019891,0.000362426,0.000675525,1.07231E-05,-4.47851E-06,8.22436E-07,2.94446E-06
0.769571822,0.151139536,-0.61943416,0.846893711,0.002397292,-0.000195971,0.000333518,0.000706426,1.07971E-05,-4.46391E-06,8.40302E-07,2.96659E-06
1.317691281,-0.196457495,-0.365547612,0.285039412,0.00242563,-0.000196002,0.000311538,0.00072343,1.08714E-05,-4.44928E-06,8.57119E-07,2.98954E-06
0.180403524,-0.265674643,0.065018119,0.127505908,0.002442494,-0.000204063,0.000302825,0.000726502,1.09463E-05,-4.43481E-06,8.73278E-07,3.01278E-06
-0.365143392,-0.330357917,0.29245067,0.1851846,0.002426847,-0.000214676,0.000306822,0.000727634,1.10208E-05,-4.42073E-06,8.89283E-07,3.03599E-06
