a(t)_0,a(t)_1,a(t)_2,a(t)_3,v(t)_0,v(t)_1,v(t)_2,v(t)_3,x(t)_0,x(t)_1,x(t)_2,x(t)_3
0.688480789,0.67936612,2.978189699,0.37395123,4.87432E-05,0.00073596,0.003099732,0.000319965,-6.99442E-08,4.41737E-07,1.92522E-06,3.31414E-07
1.361648213,0.827956294,2.672472469,1.180370025,8.5157E-05,0.000761588,0.003195645,0.000347008,-6.75505E-08,4.68355E-07,2.03811E-06,3.42621E-07
0.366745125,0.992082545,2.944733174,0.971826215,0.00011524,0.000793147,0.00329055,0.000385476,-6.38832E-08,4.95977E-07,2.15427E-06,3.55048E-07
0.736072837,0.442153816,3.015476667,-0.17257148,0.000133159,0.000817152,0.003391705,0.000397729,-5.93032E-08,5.24568E-07,2.27378E-06,3.68407E-07
0.133818123,0.637170863,3.065212575,0.19441775,0.000146524,0.000834226,0.003494799,0.000394953,-5.41361E-08,5.53846E-07,2.39678E-06,3.81897E-07
-0.020590389,1.350258616,3.366620556,-0.300125743,0.000145257,0.000868735,0.003604269,0.000389724,-4.87537E-08,5.8401E-07,2.52343E-06,3.95183E-07
1.483172913,1.269313846,3.075267488,-0.503084067,0.00017,0.000915299,0.003713518,0.000371068,-4.29375E-08,6.15626E-07,2.65382E-06,4.07959E-07
0.757044656,1.458043921,2.802587829,-0.972720852,0.000209642,0.000963769,0.003811482,0.000339513,-3.59008E-08,6.48957E-07,2.78773E-06,4.19718E-07
0.041262496,1.869659258,3.069282421,-1.180295751,0.000221351,0.001023631,0.003908955,0.000295014,-2.7899E-08,6.84252E-07,2.92491E-06,4.29967E-07
-0.005994003,1.650401096,2.982079993,-0.840948977,0.000218311,0.00108698,0.004009513,0.000253211,-1.97583E-08,7.21792E-07,3.06539E-06,4.38513E-07
-0.508031384,1.088502939,3.206998816,-0.95687631,0.000204693,0.001135041,0.004112339,0.00021586,-1.19673E-08,7.61341E-07,3.20928E-06,4.455E-07
0.49212864,0.424381028,3.22429566,-0.4766385,0.000200722,0.001159294,0.004219438,0.000185661,-4.54291E-09,8.02138E-07,3.35668E-06,4.51157E-07
1.073075985,0.870937423,3.606921002,0.537412189,0.000227237,0.001179259,0.004333835,0.000184368,3.28976E-09,8.43637E-07,3.5078E-06,4.56183E-07
0.127163066,1.61153068,3.471897888,0.906795199,0.000246623,0.001222025,0.004452567,0.000209742,1.19793E-08,8.86191E-07,3.66285E-06,4.61653E-07
0.764314886,0.983377506,3.345194016,0.317811396,0.000259987,0.001266797,0.0045658,0.000230792,2.12692E-08,9.30275E-07,3.8218E-06,4.67994E-07
0.091203387,0.511733673,3.508586349,0.668956084,0.000272609,0.001290204,0.004679305,0.000247182,3.10268E-08,9.7551E-07,3.98452E-06,4.75031E-07
-0.251168547,0.523521747,3.779111384,1.29333363,0.000265612,0.001304656,0.004800737,0.000282313,4.0858E-08,1.02131E-06,4.15117E-06,4.83033E-07
0.282298601,0.805166019,3.483449067,0.894370342,0.000262321,0.001324703,0.004921218,0.000321662,5.04558E-08,1.0676E-06,4.32186E-06,4.92438E-07
0.317475332,0.906966611,3.209991349,1.046717323,0.00027,0.001352059,0.005030267,0.000356116,6.01037E-08,1.11463E-06,4.49633E-06,5.03229E-07
0.47887445,0.697259811,3.285223643,1.111748339,0.000281438,0.001377228,0.005135071,0.000394635,7.00855E-08,1.1625E-06,4.67428E-06,5.15384E-07
-0.222590948,1.044252325,3.299767357,0.64194057,0.000282424,0.001404944,0.005241197,0.000425214,8.02708E-08,1.21122E-06,4.85562E-06,5.28824E-07
-0.334161025,1.365673789,2.979326862,1.104794979,0.000267735,0.001445434,0.005341012,0.000455546,9.01553E-08,1.26106E-06,5.04026E-06,5.43386E-07
0.502586587,1.206504574,3.033431869,1.762229483,0.000267073,0.001488897,0.0054353,0.00050736,9.97083E-08,1.31234E-06,5.22794E-06,5.59476E-07
0.050825645,1.164369769,3.407199312,1.593638997,0.000273831,0.001528315,0.005537461,0.000568408,1.09344E-07,1.36502E-06,5.41871E-06,5.77681E-07
-0.257823604,0.938824634,3.421443772,1.004541204,0.000265907,0.001562423,0.005646697,0.000614632,1.18923E-07,1.41893E-06,5.61283E-06,5.97883E-07
0.124814222,0.892579116,3.055995572,0.774681356,0.000259435,0.00159116,0.005748735,0.000644903,1.28189E-07,1.47384E-06,5.8103E-06,6.19484E-07
0.319097153,0.906241191,2.917740521,1.132380441,0.000264104,0.001619156,0.00584066,0.000677527,1.37386E-07,1.52964E-06,6.01076E-06,6.42217E-07
0.578308834,1.076835769,3.570052989,0.776562183,0.000277495,0.001650591,0.005942125,0.000710066,1.46898E-07,1.58638E-06,6.2142E-06,6.66119E-07
0.704363447,1.295005801,3.069641525,0.907137167,0.000298261,0.001689396,0.006046114,0.000738143,1.57034E-07,1.64426E-06,6.42083E-06,6.91101E-07
-0.298984294,1.128824194,2.964483895,0.539748974,0.000302043,0.001729053,0.006138017,0.000761551,1.67606E-07,1.70343E-06,6.63045E-06,7.16981E-07
-0.355915791,0.245625477,3.061501834,0.155148364,0.000285375,0.001748331,0.006229393,0.000770377,1.7789E-07,1.76352E-06,6.84282E-06,7.43385E-07
0.825105199,0.044381909,3.208973888,0.452888966,0.000290428,0.001746627,0.006325111,0.000777492,1.87913E-07,1.82372E-06,7.05798E-06,7.69997E-07
0.469087601,0.737218356,3.21094896,0.218811506,0.000311362,0.001754391,0.006423324,0.000785803,1.984E-07,1.88381E-06,7.27607E-06,7.96807E-07
0.860337855,1.209527157,3.098908503,0.278371025,0.000332899,0.001784571,0.006519019,0.000790715,2.09667E-07,1.9444E-06,7.49707E-06,8.23771E-07
0.88807658,0.948013286,3.359258924,0.377712884,0.000362432,0.001818693,0.006617186,0.000798666,2.21876E-07,2.006E-06,7.72097E-06,8.5088E-07
0.264011175,0.912951325,3.53270617,0.582666025,0.000380364,0.001846965,0.006723316,0.000812449,2.34956E-07,2.06858E-06,7.94796E-06,8.78307E-07
0.35388241,0.952244902,3.231537591,0.517008066,0.000387935,0.001875205,0.006826559,0.000828861,2.48479E-07,2.132E-06,8.17811E-06,9.06212E-07
0.73506619,1.03385464,3.118479673,0.562546876,0.000404554,0.00190566,0.006921402,0.000844821,2.62418E-07,2.19632E-06,8.41121E-06,9.34634E-07
0.77057847,0.875652652,2.908224264,0.529717897,0.000429143,0.001934518,0.007009626,0.000860963,2.771E-07,2.26153E-06,8.64695E-06,9.63568E-07
0.727068936,0.510222382,2.62973909,0.087552584,0.000453487,0.001953167,0.007088066,0.000867886,2.92672E-07,2.32742E-06,8.885E-06,9.92837E-07
0.299747154,0.753721659,2.528411903,0.389624788,0.000468668,0.001969385,0.007158856,0.000872079,3.08948E-07,2.39372E-06,9.12502E-06,1.02221E-06
0.362494836,0.892639568,2.808273643,0.264350315,0.000476764,0.001992902,0.007232782,0.000879658,3.25612E-07,2.46054E-06,9.36691E-06,1.0517E-06
-0.490862455,0.263337812,2.83568525,0.403987466,0.00046959,0.002006869,0.007312315,0.000887481,3.42233E-07,2.52782E-06,9.61083E-06,1.08137E-06
-0.386954083,0.10422905,2.331622896,0.705033765,0.000447994,0.002005577,0.007382326,0.000903762,3.58237E-07,2.5951E-06,9.85669E-06,1.11139E-06
1.316908333,0.02364699,2.380820148,0.895225263,0.000461313,0.001999654,0.007443267,0.000929447,3.74023E-07,2.66197E-06,1.01041E-05,1.14211E-06
0.757659829,0.683537284,2.489449116,0.324308798,0.000496642,0.002004903,0.007506978,0.000947696,3.90688E-07,2.72858E-06,1.0353E-05,1.17356E-06
1.203101262,0.474314097,2.517758484,0.3612414,0.000529649,0.002018805,0.007573048,0.000955582,4.08608E-07,2.7953E-06,1.06035E-05,1.20539E-06
2.074130807,0.468329383,2.245797033,1.123603249,0.000587907,0.002028494,0.007634131,0.000978838,4.2822E-07,2.86221E-06,1.08554E-05,1.2377E-06
0.280453081,1.330853634,2.333957072,0.777702078,0.000628173,0.002054643,0.007691399,0.001010031,4.49659E-07,2.92956E-06,1.11086E-05,1.27093E-06
0.917269352,0.919117394,1.990294517,0.998328776,0.000645994,0.002089372,0.007743483,0.001038692,4.72137E-07,2.99782E-06,1.1363E-05,1.30519E-06
2.41141358,0.677431667,2.073187697,0.279567915,0.000704818,0.002111369,0.007790299,0.001057642,4.9601E-07,3.06691E-06,1.16183E-05,1.34024E-06
1.006749113,1.061239241,2.175831598,0.041671806,0.000765153,0.002136011,0.007840467,0.001058079,5.22091E-07,3.13663E-06,1.18744E-05,1.37553E-06
0.291749901,0.764542506,1.799969382,0.521282673,0.000784415,0.002162229,0.007885133,0.001063166,5.4961E-07,3.20707E-06,1.21314E-05,1.41078E-06
-0.12461061,0.82414784,1.762263459,0.182448852,0.000781798,0.002183769,0.007921612,0.00107094,5.77348E-07,3.27814E-06,1.2389E-05,1.44616E-06
-0.26503791,0.743021715,1.680507441,0.543225654,0.000768454,0.002204801,0.007955601,0.001079101,6.04676E-07,3.34977E-06,1.26469E-05,1.4817E-06
-0.199885459,0.713581758,2.338804976,0.200630179,0.0007537,0.002223612,0.008000522,0.001087576,6.31362E-07,3.42188E-06,1.29053E-05,1.51742E-06
-0.866901149,0.889919243,2.310076654,-0.161058539,0.000727393,0.00224517,0.008057359,0.001082439,6.57156E-07,3.49449E-06,1.31647E-05,1.55307E-06
0.384641077,0.650228421,2.066245019,0.402163634,0.00071244,0.002265415,0.008108682,0.001081197,6.82059E-07,3.56762E-06,1.34251E-05,1.58847E-06
0.458629654,0.298520677,2.103591838,0.608313665,0.000723082,0.002274172,0.008155783,0.001094779,7.06785E-07,3.64103E-06,1.36864E-05,1.62396E-06
